route,method,personalized,declared_cache_control,blanket_header_applies,observed_cache_control,observed_cache_states,max_age_seen,set_cookie_seen,shared_cache_hit_observed,cache_key_ignores_session,cross_session_hit,positive_control,evidence_basis,verdict,severity,reason
/api/organizer-requests,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/organizer-requests,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/profile/avatar,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/profile/banner,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/profile/inferred-tags,DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/profile/interests,PUT,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PUT: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/recommendations,GET,true,"private, no-store; private, no-store; private, no-store",false,"private, no-store",MISS|MISS|MISS,0,false,false,true,,false,wire (anonymous session),safe-by-design,,"The handler sets ""private, no-store; private, no-store; private, no-store"" itself, which overrides the blanket header; observed on the wire as ""private, no-store"" and never served from cache in this run."
/api/recommendations/analytics,GET,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"Not user-specific, but not public either: anonymous callers receive 401, while an authorized caller's 200 carries ""s-maxage=60, stale-while-revalidate=300"". Because the cache key ignores the session, a 200 generated for an authorized caller can be stored and then served to an unauthorized one. Auth is enforced in the handler, which the shared cache sits in front of."
/api/recommendations/batch,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/recommendations/feedback,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/recommendations/feedback,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/user/engagement,POST,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/user/engagement,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/user/following,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/users/[id],PATCH,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method PATCH: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/users/[id]/follow,DELETE,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method DELETE: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/users/[id]/follow,POST,false,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
/api/users/me/friends,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/users/me/requests,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/users/me/suggestions,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/users/saved-events,GET,true,,true,"s-maxage=60, stale-while-revalidate=300",MISS|MISS|MISS,0,false,false,true,,false,wire (anonymous session),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/api/users/search,GET,true,,true,,,,,,true,,false,static (vercel.json path rule + probed path samples on the same prefix),latent-hazard,High,"No cache serve observed in this window, but the personalized response still carries the shared-cache directive ""s-maxage=60, stale-while-revalidate=300"" and the cache key ignores the session. Absence of a hit in a short window is not evidence of safety."
/auth/callback,GET,true,,false,"public, max-age=0, must-revalidate",MISS|MISS|MISS,0,false,false,true,,false,wire (anonymous session),safe-by-accident,,"Safe only incidentally: no shared-cache directive is attached to this path (it is outside /api/(.*)) and every observed response was x-vercel-cache: MISS. Nothing in the handler declares the response private, so moving this route under a header rule would expose it. Stage 3 must not rely on this."
/auth/signout,POST,false,,false,,,,,,true,,false,static (source + vercel.json path rule),safe-by-design,,"Method POST: the shared cache does not store responses to non-GET requests, so the blanket directive cannot expose this representation."
